repo_id,author,downloads,likes,last_modified,created_at,description,so101_mentioned,is_eval_like,task_pick_and_place,task_pour_liquids,task_laundry_folding,best_task,best_task_score,total_task_score,num_episodes,codebase_version,robot_type,video_files_size_in_mb,data_files_size_in_mb,author_has_eval
kochamii312/so101_clothfold_v2,kochamii312,45,0,2026-02-08T16:23:56+00:00,2026-02-08T15:15:52+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 0, ""total_frames"": 0, ""total_tasks"": 0, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {}, ""d",True,False,0,0,2,laundry_folding,2,2,15,v3.0,so_follower,200.0,100.0,False
joanfox/clean_table_random_v3,joanfox,50,0,2026-02-08T14:32:59+00:00,2026-02-08T14:32:44+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 15566, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
masato-ka/eval_random-pickup-50,masato-ka,99,0,2026-02-08T13:54:51+00:00,2026-02-07T22:53:56+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 42, ""total_frames"": 39132, ""total_tasks"": 3, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,True,1,0,0,pick_and_place,1,1,42,v3.0,so_follower,200.0,100.0,True
zenbyte/20250208_real_so101_rj45_ep20_cond_2_switch_task_3cam,zenbyte,29,0,2026-02-08T13:47:13+00:00,2026-02-08T13:45:41+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 29, ""total_frames"": 16288, ""total_tasks"": 2, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,29,v3.0,so101_follower,500.0,100.0,False
JoJune/pick_and_place,JoJune,35,0,2026-02-08T12:07:05+00:00,2026-02-08T11:50:10+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 11, ""total_frames"": 5467, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,2,0,0,pick_and_place,2,2,11,v3.0,so_follower,200.0,100.0,False
MrPsarik/eval_PaperBalls,MrPsarik,25,0,2026-02-08T12:06:06+00:00,2026-02-08T12:06:05+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 70, ""total_frames"": 31946, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,True,0,0,0,pick_and_place,0,0,70,v3.0,so101_follower,200.0,100.0,True
joanfox/clean_table_random_v2,joanfox,54,0,2026-02-08T11:54:23+00:00,2026-02-08T11:54:10+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 15102, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
joanfox/clean_table_random_v1,joanfox,83,0,2026-02-08T09:31:31+00:00,2026-02-08T09:31:22+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 17938, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
louis126584/so101-test6,louis126584,37,0,2026-02-08T08:50:45+00:00,2026-02-08T08:49:51+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 37399, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,True
SynphonyDev/strawberry-bowl,SynphonyDev,44,0,2026-02-08T07:58:33+00:00,2026-02-08T06:46:03+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 19, ""total_frames"": 13743, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,19,v3.0,so_follower,200.0,100.0,False
dctian/record-test-3,dctian,29,0,2026-02-08T07:00:00+00:00,2026-02-08T04:44:26+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 21665, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
remmaTech12/record_home_202602081433,remmaTech12,32,0,2026-02-08T06:47:01+00:00,2026-02-08T06:09:36+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 30409, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,200.0,100.0,False
BrandonAL/my_svla_so101_pickplace_old1,BrandonAL,37,0,2026-02-08T06:42:29+00:00,2026-02-08T06:03:20+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 51, ""total_frames"": 17285, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,2,0,0,pick_and_place,2,2,51,v3.0,so101_follower,200.0,100.0,True
paultr/first-orchard,paultr,197,0,2026-02-08T03:52:32+00:00,2026-02-06T23:12:07+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 400, ""total_frames"": 118483, ""total_tasks"": 4, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,0,pick_and_place,0,0,400,v3.0,so_follower,200.0,100.0,False
sh7487/fold_paper34,sh7487,25,0,2026-02-08T02:19:02+00:00,2026-02-08T02:12:58+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 17, ""total_frames"": 5110, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,1,laundry_folding,1,1,17,v3.0,bi_so_follower,200.0,100.0,False
staudi25/lego_pickup_50,staudi25,32,0,2026-02-08T01:34:30+00:00,2026-02-08T01:33:59+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 17551, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,1,0,0,pick_and_place,1,1,50,v3.0,so_follower,200.0,100.0,True
ankits0052/clean_surface_dataset,ankits0052,18,0,2026-02-08T00:43:38+00:00,2026-02-08T00:42:07+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 12549, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,10,v3.0,so_follower,200.0,100.0,False
sh7487/fold_paper33,sh7487,16,0,2026-02-08T00:16:16+00:00,2026-02-08T00:16:05+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 10, ""total_frames"": 9227, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,1,laundry_folding,1,1,10,v3.0,bi_so_follower,200.0,100.0,False
charansoma3001/pick_place_wheel,charansoma3001,17,0,2026-02-07T23:58:45+00:00,2026-02-07T23:58:28+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 48, ""total_frames"": 21373, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,2,0,0,pick_and_place,2,2,48,v3.0,so101_follower,200.0,100.0,False
fanaustinca/fll_diffusion_v2_batch_07,fanaustinca,19,0,2026-02-07T23:22:35+00:00,2026-02-07T23:06:59+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 49, ""total_frames"": 22763, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,49,v3.0,so_follower,200.0,100.0,False
Sakits/so101_pickup_ball_v3,Sakits,43,0,2026-02-07T23:16:52+00:00,2026-02-07T22:40:35+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 105, ""total_frames"": 32494, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits",True,False,1,0,0,pick_and_place,1,1,105,v3.0,so101_follower,500.0,100.0,False
asdg47/fish2,asdg47,42,0,2026-02-07T22:56:21+00:00,2026-02-07T15:06:17+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 60, ""total_frames"": 107597, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,0,pick_and_place,0,0,60,v3.0,so_follower,200.0,100.0,False
fanaustinca/fll_diffusion_v2_batch_06,fanaustinca,22,0,2026-02-07T22:40:50+00:00,2026-02-07T22:37:11+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 23943, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,49,v3.0,so_follower,200.0,100.0,False
currybab/pick-and-place,currybab,22,0,2026-02-07T22:34:43+00:00,2026-02-07T22:20:14+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 39, ""total_frames"": 42982, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,2,0,0,pick_and_place,2,2,39,v3.0,so_follower,200.0,100.0,False
CHOI-510/mozzi_real_total,CHOI-510,38,0,2026-02-07T22:21:26+00:00,2026-02-07T20:37:38+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 200, ""total_frames"": 103659, ""total_tasks"": 5, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""split",False,False,0,0,0,pick_and_place,0,0,200,v3.0,bi_so_follower,200.0,100.0,False
sdhws/merged_test3,sdhws,20,0,2026-02-07T22:04:43+00:00,2026-02-07T22:04:26+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 106, ""total_frames"": 233103, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""split",False,False,0,0,0,pick_and_place,0,0,106,v3.0,bi_so_follower,200.0,100.0,False
sdhws/merged_test2,sdhws,21,0,2026-02-07T21:47:27+00:00,2026-02-07T21:46:47+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 26, ""total_frames"": 72415, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,26,v3.0,bi_so_follower,200.0,100.0,False
edgarcancinoe/soarm101_pickplace_orange_050e_fw_open,edgarcancinoe,53,0,2026-02-07T21:23:53+00:00,2026-02-04T18:32:59+00:00,"This dataset was created using LeRobot. Dataset Description Pick-and-place dataset of 50 episodes. Single orange cube placed at varied positions across the workspace. The objective in each episode is to approach, grasp, and relocate the cube to a designated placement area. Pickup strategy: Robot rot",False,False,5,0,0,pick_and_place,5,5,50,v3.0,so100_follower,200.0,100.0,False
weedmo/bimanual_merged,weedmo,44,0,2026-02-07T20:52:47+00:00,2026-02-07T16:30:36+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 107, ""total_frames"": 132168, ""total_tasks"": 2, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""split",False,False,0,0,0,pick_and_place,0,0,107,v3.0,bi_so_follower,200.0,100.0,False
jonathm126/eval_so101_car_pick_and_place_96_episodes_v0_real_v0,jonathm126,34,0,2026-02-07T20:45:38+00:00,2026-02-07T19:36:16+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 157, ""total_frames"": 119719, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""split",True,True,2,0,0,pick_and_place,2,2,157,v3.0,so101_follower,500.0,100.0,True
MrPsarik/PaperBallsExt,MrPsarik,34,0,2026-02-07T20:29:10+00:00,2026-02-07T17:05:19+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 123, ""total_frames"": 46326, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",True,False,0,0,0,pick_and_place,0,0,123,v3.0,so101_follower,200.0,100.0,True
funzin-jskim/Task-1_e2e_real_final,funzin-jskim,24,0,2026-02-07T20:24:19+00:00,2026-02-07T20:23:49+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 40, ""total_frames"": 50241, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 10, ""splits""",False,False,0,0,0,pick_and_place,0,0,40,v3.0,bi_so_follower,200.0,100.0,False
Neon0/dataset_test,Neon0,23,0,2026-02-07T20:00:15+00:00,2026-02-07T19:59:33+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 20262, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
CHOI-510/mozzi_total,CHOI-510,28,0,2026-02-07T18:27:56+00:00,2026-02-07T18:18:53+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 150, ""total_frames"": 63073, ""total_tasks"": 3, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",False,False,0,0,0,pick_and_place,0,0,150,v3.0,bi_so_follower,200.0,100.0,False
CHOI-510/mozzi_blue,CHOI-510,18,0,2026-02-07T18:14:50+00:00,2026-02-07T18:14:45+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 50, ""total_frames"": 25565, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,50,v3.0,bi_so_follower,200.0,100.0,False
CHOI-510/mozzi_red,CHOI-510,18,0,2026-02-07T18:13:25+00:00,2026-02-07T18:13:20+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 50, ""total_frames"": 25565, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,50,v3.0,bi_so_follower,200.0,100.0,False
CHOI-510/mozzi_yellow,CHOI-510,19,0,2026-02-07T18:11:14+00:00,2026-02-07T18:11:07+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 50, ""total_frames"": 25565, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,50,v3.0,bi_so_follower,200.0,100.0,False
bluephysi01/hackathon_05,bluephysi01,86,0,2026-02-07T18:10:50+00:00,2026-02-07T11:09:08+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 200, ""total_frames"": 202065, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""split",False,False,0,0,0,pick_and_place,0,0,200,v3.0,bi_so_follower,200.0,100.0,False
funzin-jskim/Task-1_e2e_final,funzin-jskim,21,0,2026-02-07T18:01:28+00:00,2026-02-07T18:00:51+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 20, ""total_frames"": 24753, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 10, ""splits""",False,False,0,0,0,pick_and_place,0,0,20,v3.0,bi_so_follower,200.0,100.0,False
jonathm126/eval_so101_car_pick_and_place-96_episodes_v0-real_v0,jonathm126,46,0,2026-02-07T17:55:48+00:00,2026-01-31T14:12:29+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 115, ""total_frames"": 87933, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits",True,True,2,0,0,pick_and_place,2,2,115,v3.0,so101_follower,500.0,100.0,True
TobinH/so101_pen_in_cup_1,TobinH,37,1,2026-02-07T17:28:07+00:00,2026-02-07T16:09:24+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 2461, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,1,0,pour_liquids,1,1,10,v3.0,so_follower,200.0,100.0,False
CHOI-510/mozzi,CHOI-510,50,0,2026-02-07T17:20:23+00:00,2026-02-07T14:08:48+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 150, ""total_frames"": 63073, ""total_tasks"": 3, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",False,False,0,0,0,pick_and_place,0,0,150,v3.0,bi_so_follower,200.0,100.0,False
twoeight/threeBall,twoeight,65,0,2026-02-07T17:05:02+00:00,2026-02-07T05:22:55+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 64, ""total_frames"": 217525, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",False,False,0,0,0,pick_and_place,0,0,64,v3.0,bi_so_follower,200.0,100.0,False
Ryan-ZL-LIN/phase1-subtask-cyan-0208,Ryan-ZL-LIN,18,0,2026-02-07T17:02:59+00:00,2026-02-07T17:02:38+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 24, ""total_frames"": 15991, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,24,v3.0,so101_follower,500.0,100.0,False
MrPsarik/PaperBalls,MrPsarik,31,0,2026-02-07T16:53:36+00:00,2026-02-07T15:25:08+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 70, ""total_frames"": 31946, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,70,v3.0,so101_follower,200.0,100.0,True
qownscks/jihoct_gogo_2,qownscks,18,0,2026-02-07T16:48:47+00:00,2026-02-07T16:48:04+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 15, ""total_frames"": 5844, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,15,v3.0,so_follower,200.0,100.0,False
weedmo/bimanual_so100_dataset,weedmo,61,0,2026-02-07T16:37:19+00:00,2026-02-07T10:19:06+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 35, ""total_frames"": 50215, ""total_tasks"": 2, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,35,v3.0,bi_so_follower,200.0,100.0,False
qownscks/jihoct_siq1,qownscks,20,0,2026-02-07T16:36:03+00:00,2026-02-07T16:31:37+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 62, ""total_frames"": 37939, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,62,v3.0,so_follower,200.0,100.0,False
darmae/pick_and_place_test3,darmae,28,0,2026-02-07T16:34:39+00:00,2026-02-07T15:23:08+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 80362, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,2,0,0,pick_and_place,2,2,50,v3.0,so_follower,200.0,100.0,False
Ryan-ZL-LIN/phase1-subtask-cyan-0207,Ryan-ZL-LIN,19,0,2026-02-07T16:31:57+00:00,2026-02-07T16:31:33+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 35, ""total_frames"": 21545, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,35,v3.0,so101_follower,500.0,100.0,False
kemjensak/real_data_0207_short_ver4,kemjensak,46,0,2026-02-07T16:27:21+00:00,2026-02-07T15:00:18+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 157, ""total_frames"": 62122, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",False,False,0,0,0,pick_and_place,0,0,157,v3.0,bi_so_follower,200.0,100.0,False
currybab/ball_color_sorting,currybab,22,0,2026-02-07T16:26:04+00:00,2026-02-07T16:23:12+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 30, ""total_frames"": 33845, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,30,v3.0,bi_so_follower,200.0,100.0,False
