repo_id,author,downloads,likes,last_modified,created_at,description,so101_mentioned,is_eval_like,task_pick_and_place,task_pour_liquids,task_laundry_folding,best_task,best_task_score,total_task_score,num_episodes,codebase_version,robot_type,video_files_size_in_mb,data_files_size_in_mb,author_has_eval
hinoarashi/drawing_zigzag_line_v1,hinoarashi,43,0,2026-02-10T08:41:15+00:00,2026-02-10T07:50:05+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 22654, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
hinoarashi/drawing_straight_line_v1,hinoarashi,36,0,2026-02-10T07:42:16+00:00,2026-02-10T07:42:05+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 20, ""total_frames"": 10229, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,20,v3.0,so_follower,200.0,100.0,False
potatoyang/so101_test_20260205,potatoyang,128,0,2026-02-10T07:38:21+00:00,2026-02-05T06:39:34+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 22673, ""total_tasks"": 3, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,200.0,100.0,False
joanfox/clean_table_random_v6,joanfox,57,0,2026-02-10T07:33:30+00:00,2026-02-10T07:33:11+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 20139, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
Piersondong/so101_diffusion_data_v1,Piersondong,75,0,2026-02-10T07:08:36+00:00,2026-02-09T09:34:23+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 53, ""total_frames"": 34463, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,0,pick_and_place,0,0,53,v3.0,so_follower,200.0,100.0,False
hinoarashi/red_line_tracing_v1_straight,hinoarashi,54,0,2026-02-10T06:55:31+00:00,2026-02-10T05:16:14+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 40, ""total_frames"": 24270, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,40,v3.0,so_follower,200.0,100.0,False
dctian/record-test-4,dctian,35,0,2026-02-10T06:12:22+00:00,2026-02-10T04:17:20+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 21517, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
andolab-okajima/blocktask_ver.1.4,andolab-okajima,41,0,2026-02-10T05:29:34+00:00,2026-01-30T11:02:49+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 42, ""total_frames"": 37562, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,42,v3.0,so101_follower,200.0,100.0,False
wok2fis/record-test-v160,wok2fis,31,0,2026-02-10T04:48:07+00:00,2026-02-10T04:47:38+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 40, ""total_frames"": 34442, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,40,v3.0,so101_follower,200.0,100.0,False
leafsmomo/so101_card_data_v21,leafsmomo,33,0,2026-02-10T02:20:53+00:00,2026-02-10T02:07:58+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 20, ""total_frames"": 6017, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,0,pick_and_place,0,0,20,v3.0,so_follower,200.0,100.0,False
cijerezg/yellow-car-merged-v1,cijerezg,30,0,2026-02-10T02:20:39+00:00,2026-02-10T02:20:35+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 52, ""total_frames"": 30049, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,52,v3.0,so_follower,200.0,100.0,False
polarbear0130ch/pick_and_place_chess,polarbear0130ch,59,0,2026-02-10T01:46:48+00:00,2026-02-09T12:23:59+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 101, ""total_frames"": 84650, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",True,False,2,0,0,pick_and_place,2,2,101,v3.0,so101_follower,200.0,100.0,False
njh9730/clean_desk_mix_9,njh9730,36,0,2026-02-09T22:08:50+00:00,2026-02-09T22:08:34+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 46181, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
staudi25/lego_pickup_25_afternoon,staudi25,37,0,2026-02-09T21:00:20+00:00,2026-02-09T21:00:01+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 25, ""total_frames"": 11193, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,1,0,0,pick_and_place,1,1,25,v3.0,so_follower,200.0,100.0,True
njh9730/clean_desk_pens_50,njh9730,32,0,2026-02-09T20:47:19+00:00,2026-02-09T20:47:03+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 61569, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
Grievous-Robot/table-sweep-20260209_141028,Grievous-Robot,33,0,2026-02-09T20:28:35+00:00,2026-02-09T20:28:24+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""bi_so_follower"", ""total_episodes"": 10, ""total_frames"": 14580, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,10,v3.0,bi_so_follower,200.0,100.0,False
arjunsinghyadav2/so101_pick_black,arjunsinghyadav2,40,0,2026-02-09T18:23:54+00:00,2026-02-09T18:08:54+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 5562, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,1,0,0,pick_and_place,1,1,10,v3.0,so_follower,200.0,100.0,False
edgarcancinoe/soarm101_pickplace_orange_080e_ts_closed,edgarcancinoe,111,0,2026-02-09T17:18:46+00:00,2026-01-23T16:47:17+00:00,"This dataset was created using LeRobot. Dataset Description Pick-and-place dataset of 80 episodes. Single orange cube placed at varied positions across the workspace. The objective in each episode is to approach, grasp, and relocate the cube to a designated placement area. Pickup strategy: Robot rot",False,False,5,0,0,pick_and_place,5,5,80,v3.0,so100_follower,200.0,100.0,False
edgarcancinoe/soarm101_pickplace_orange_060e_tw_lat_closed,edgarcancinoe,83,0,2026-02-09T17:17:00+00:00,2026-01-27T17:24:29+00:00,"This dataset was created using LeRobot. Dataset Description Pick-and-place dataset of 60 episodes. Single orange cube placed at varied positions across the workspace. The objective in each episode is to approach, grasp, and relocate the cube to a designated placement area. Pickup strategy: Robot rot",False,False,5,0,0,pick_and_place,5,5,60,v3.0,so100_follower,200.0,100.0,False
edgarcancinoe/soarm101_pickplace_orange_240e_fw_closed,edgarcancinoe,277,0,2026-02-09T17:03:03+00:00,2026-01-30T17:12:26+00:00,"This dataset was created using LeRobot. Dataset Description Pick-and-place dataset of 240 episodes. Single orange cube placed at varied positions across the workspace. The objective in each episode is to approach, grasp, and relocate the cube to a designated placement area. Pickup strategy: Robot ap",False,False,5,0,0,pick_and_place,5,5,240,v3.0,so100_follower,200.0,100.0,False
nonline/record-test,nonline,48,0,2026-02-09T16:28:20+00:00,2026-02-09T15:19:42+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 22115, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,200.0,100.0,False
Ryan-ZL-LIN/phase1-subtask-green-0209-2,Ryan-ZL-LIN,27,0,2026-02-09T15:15:12+00:00,2026-02-09T15:14:54+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 24, ""total_frames"": 17221, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,24,v3.0,so101_follower,500.0,100.0,False
Ryan-ZL-LIN/phase1-subtask-green-0209,Ryan-ZL-LIN,27,0,2026-02-09T14:19:00+00:00,2026-02-09T14:18:37+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 35, ""total_frames"": 25497, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,35,v3.0,so101_follower,500.0,100.0,False
kochamii312/so101_clothfold_dress,kochamii312,41,0,2026-02-09T12:59:16+00:00,2026-02-09T12:47:00+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 15, ""total_frames"": 2278, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,2,laundry_folding,2,2,15,v3.0,so_follower,200.0,100.0,False
TBSKR/test2,TBSKR,39,0,2026-02-09T12:49:58+00:00,2026-02-08T18:14:17+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 36, ""total_frames"": 26260, ""total_tasks"":1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,36,v3.0,so_follower,200.0,100.0,False
kochamii312/so101_clothfold_long_pants,kochamii312,36,0,2026-02-09T12:34:46+00:00,2026-02-09T12:34:35+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 15, ""total_frames"": 2276, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,2,laundry_folding,2,2,15,v3.0,so_follower,200.0,100.0,False
apal99/record-test-4,apal99,26,0,2026-02-09T12:28:43+00:00,2026-02-09T12:25:40+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 12353, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,10,v3.0,so_follower,200.0,100.0,False
apal99/record-test-3,apal99,29,0,2026-02-09T12:08:14+00:00,2026-02-09T12:05:43+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 11425, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,10,v3.0,so_follower,200.0,100.0,False
kochamii312/so101_clothfold_short_pants,kochamii312,48,0,2026-02-09T12:05:46+00:00,2026-02-09T11:43:33+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 13, ""total_frames"": 1970, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,2,laundry_folding,2,2,13,v3.0,so_follower,200.0,100.0,False
Davidei/Build_Stack_200,Davidei,30,0,2026-02-09T12:01:33+00:00,2026-02-09T11:59:07+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 200, ""total_frames"": 51907, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,1,0,0,pick_and_place,1,1,200,v3.0,so_follower,200.0,100.0,False
EdwardCHWang/so101_green_cube_vla,EdwardCHWang,34,0,2026-02-09T10:43:54+00:00,2026-02-09T10:11:19+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 20487, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,1,0,0,pick_and_place,1,1,50,v3.0,so_follower,200.0,100.0,False
Hai-Feng/lerobot_lesson_yellowblock_50,Hai-Feng,24,0,2026-02-09T10:43:17+00:00,2026-02-09T10:42:43+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 36473, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,500.0,100.0,False
TzuShian/so101_chess_avermedia_20260209,TzuShian,54,0,2026-02-09T10:02:03+00:00,2026-02-09T06:36:41+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 52506, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,200.0,100.0,False
leafsmomo/so101_card_data_v16,leafsmomo,22,0,2026-02-09T09:56:33+00:00,2026-02-09T09:56:19+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 10, ""total_frames"": 3030, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,0,pick_and_place,0,0,10,v3.0,so_follower,200.0,100.0,False
leafsmomo/so101_card_data_v15,leafsmomo,22,0,2026-02-09T09:38:35+00:00,2026-02-09T09:37:52+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 20, ""total_frames"": 6139, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,0,pick_and_place,0,0,20,v3.0,so_follower,200.0,100.0,False
chetanreddyn/proxy_finetuning,chetanreddyn,55,0,2026-02-09T09:23:12+00:00,2026-02-09T08:39:08+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 27, ""total_frames"": 16168, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,27,v3.0,so_follower,200.0,100.0,False
trevorkw7/record-20-episodes,trevorkw7,24,0,2026-02-09T08:13:59+00:00,2026-02-09T08:12:48+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 16, ""total_frames"": 8669, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits"":",True,False,0,0,0,pick_and_place,0,0,16,v3.0,so101_follower,500.0,100.0,False
cijerezg/yellow-car-task-v2,cijerezg,21,0,2026-02-09T07:51:03+00:00,2026-02-09T07:50:28+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 40, ""total_frames"": 23414, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,40,v3.0,so_follower,200.0,100.0,False
fanaustinca/fll_combined_150episodes,fanaustinca,25,0,2026-02-09T07:44:57+00:00,2026-02-09T07:44:34+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 151, ""total_frames"": 47025, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,0,pick_and_place,0,0,151,v3.0,so_follower,200.0,100.0,False
cijerezg/yellow-car-task-v1,cijerezg,32,0,2026-02-09T07:01:34+00:00,2026-02-09T06:38:11+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 12, ""total_frames"": 6635, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,12,v3.0,so_follower,200.0,100.0,False
joanfox/clean_table_random_v5,joanfox,61,0,2026-02-09T06:42:39+00:00,2026-02-09T06:42:29+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 14735, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
Tron-Ann/eval_smolVLA,Tron-Ann,24,0,2026-02-09T04:39:42+00:00,2026-02-09T04:37:39+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 18, ""total_frames"": 29706, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,True,0,0,0,pick_and_place,0,0,18,v3.0,so101_follower,200.0,100.0,True
arevin42/tux_to_box,arevin42,24,0,2026-02-09T01:20:14+00:00,2026-02-09T01:17:49+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so100_follower"", ""total_episodes"": 50, ""total_frames"": 15410, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so100_follower,200.0,100.0,False
saravananduraiarasan/recordtestduckcandy2c,saravananduraiarasan,39,0,2026-02-08T21:02:24+00:00,2026-02-08T20:36:16+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 50, ""total_frames"": 12000, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,50,v3.0,so101_follower,200.0,100.0,False
MrPsarik/eval_PaperBallsExt,MrPsarik,27,0,2026-02-08T19:49:47+00:00,2026-02-08T19:49:46+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 123, ""total_frames"": 46326, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits",True,True,0,0,0,pick_and_place,0,0,123,v3.0,so101_follower,200.0,100.0,True
mundgelenk/so101_multitask_v3,mundgelenk,28,0,2026-02-08T19:35:52+00:00,2026-02-08T19:33:54+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so101_follower"", ""total_episodes"": 48, ""total_frames"": 27166, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 500, ""fps"": 30, ""splits""",True,False,0,0,0,pick_and_place,0,0,48,v3.0,so101_follower,500.0,100.0,False
njh9730/clean_desk_pen_100,njh9730,26,0,2026-02-08T18:43:38+00:00,2026-02-08T18:43:27+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 100, ""total_frames"": 59458, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,0,pick_and_place,0,0,100,v3.0,so_follower,200.0,100.0,False
kochamii312/so101_clothfold_white_towel,kochamii312,38,0,2026-02-08T18:31:10+00:00,2026-02-08T18:17:13+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 15, ""total_frames"": 2276, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,3,laundry_folding,3,3,15,v3.0,so_follower,200.0,100.0,False
kochamii312/so101_clothfold_long_tshirt,kochamii312,37,0,2026-02-08T17:54:20+00:00,2026-02-08T17:38:30+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 20, ""total_frames"": 3036, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",True,False,0,0,2,laundry_folding,2,2,20,v3.0,so_follower,200.0,100.0,False
joanfox/clean_table_random_v4,joanfox,82,0,2026-02-08T17:50:09+00:00,2026-02-08T17:50:01+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 30, ""total_frames"": 16526, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,30,v3.0,so_follower,200.0,100.0,False
njh9730/clean_desk_pen_50,njh9730,24,0,2026-02-08T17:09:55+00:00,2026-02-08T17:09:46+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 50, ""total_frames"": 29620, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"": {",False,False,0,0,0,pick_and_place,0,0,50,v3.0,so_follower,200.0,100.0,False
fanaustinca/fll_training_combined,fanaustinca,38,0,2026-02-08T16:32:37+00:00,2026-02-07T23:44:32+00:00,"This dataset was created using LeRobot. Dataset Structure meta/info.json: { ""codebase_version"": ""v3.0"", ""robot_type"": ""so_follower"", ""total_episodes"": 400, ""total_frames"": 152504, ""total_tasks"": 1, ""chunks_size"": 1000, ""data_files_size_in_mb"": 100, ""video_files_size_in_mb"": 200, ""fps"": 30, ""splits"":",False,False,0,0,0,pick_and_place,0,0,400,v3.0,so_follower,200.0,100.0,False
