repo_id,author,downloads,likes,last_modified,created_at,is_eval_like,task_pick_and_place,task_pour_liquids,task_laundry_folding,best_task,best_task_score,total_task_score,codebase_version,robot_type,total_episodes,total_frames,total_tasks,total_videos,total_chunks,chunks_size,fps,data_files_size_in_mb,video_files_size_in_mb
kinghanse/pick_lego_test,kinghanse,31,0,2026-01-24T03:36:33+00:00,2026-01-24T03:27:24+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,10,4393,1,,,1000,30,100,500
kinghanse/pick_and_place_50epi,kinghanse,38,0,2026-01-22T03:31:07+00:00,2026-01-22T03:08:43+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so101_follower,51,19218,1,,,1000,30,100,500
kinghanse/kangsumin_test,kinghanse,7,0,2026-01-07T13:07:45+00:00,2026-01-07T13:07:25+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,2414,1,,,1000,30,100,200
kinghanse/RedCube_OtherCube_100epi,kinghanse,12,0,2025-12-04T03:18:18+00:00,2025-12-04T01:59:49+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,100,29453,1,,,1000,30,100,200
kinghanse/RedCube_OtherCube_50epi,kinghanse,14,0,2025-12-02T08:17:01+00:00,2025-12-02T08:02:08+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,50,14729,1,,,1000,30,100,200
kinghanse/place_on_blue_cock,kinghanse,10,0,2025-12-01T10:28:44+00:00,2025-11-27T07:48:44+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,100,44121,1,,,1000,30,100,200
kinghanse/place_on_purple_paper,kinghanse,6,0,2025-12-01T09:43:52+00:00,2025-11-27T08:31:22+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,100,43638,1,,,1000,30,100,200
kinghanse/place_on_gray_cube,kinghanse,10,0,2025-11-27T01:22:14+00:00,2025-11-27T01:01:50+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so101_follower,50,22062,1,,,1000,30,100,200
kinghanse/place_on_red_cube,kinghanse,9,0,2025-11-26T03:04:12+00:00,2025-11-26T02:45:08+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so101_follower,50,22058,1,,,1000,30,100,500
kinghanse/pick_the_red_color_cube_and_place_red_zone,kinghanse,10,0,2025-11-24T05:57:22+00:00,2025-11-24T04:40:27+00:00,False,3,0,0,pick_and_place,3,3,v3.0,so101_follower,51,41217,1,,,1000,30,100,500
kissyour/my_smolvla_test02,kissyour,27,0,2026-02-14T06:51:55+00:00,2026-02-14T02:40:15+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,17641,1,,,1000,30,100,200
kissyour/so101-test02,kissyour,17,0,2026-01-28T05:50:25+00:00,2026-01-28T05:00:26+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,21537,1,,,1000,30,100,200
leafsmomo/so101_card_data_v21,leafsmomo,34,0,2026-02-10T02:20:53+00:00,2026-02-10T02:07:58+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,6017,1,,,1000,30,100,200
leafsmomo/so101_card_data_v16,leafsmomo,23,0,2026-02-09T09:56:33+00:00,2026-02-09T09:56:19+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,3030,1,,,1000,30,100,200
leafsmomo/so101_card_data_v15,leafsmomo,23,0,2026-02-09T09:38:35+00:00,2026-02-09T09:37:52+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,6139,1,,,1000,30,100,200
leafsmomo/so101_card_data_v13,leafsmomo,22,0,2026-02-05T06:21:31+00:00,2026-02-05T06:21:03+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,8024,1,,,1000,30,100,200
leafsmomo/so101_card_data_v8,leafsmomo,30,0,2026-02-03T08:43:41+00:00,2026-02-03T08:43:16+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,9333,1,,,1000,30,100,200
leafsmomo/so101_card_data_v2,leafsmomo,31,0,2026-02-03T06:11:58+00:00,2026-02-03T06:11:29+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,13036,1,,,1000,30,100,200
leafsmomo/so101_card_data_20,leafsmomo,33,0,2026-02-03T03:46:56+00:00,2026-02-03T03:30:33+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,9279,1,,,1000,30,100,200
leafsmomo/so101_mydata,leafsmomo,46,0,2026-02-02T03:37:36+00:00,2026-02-02T03:01:14+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,19,15846,1,,,1000,30,100,200
leafsmomo/bimanual-so101-dataset,leafsmomo,13,0,2026-01-28T06:14:12+00:00,2026-01-28T05:44:16+00:00,False,0,0,0,pick_and_place,0,0,v3.0,bi_so_follower,20,17161,1,,,1000,30,100,200
leafsmomo/my_so101_dataset_demo,leafsmomo,29,0,2026-01-27T08:07:03+00:00,2026-01-27T07:52:23+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,8861,1,,,1000,30,100,200
leafsmomo/my_so101_dataset,leafsmomo,22,0,2026-01-27T07:42:25+00:00,2026-01-27T07:25:38+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,5521,1,,,1000,30,100,200
leafsmomo/demo3,leafsmomo,24,0,2026-01-27T03:20:59+00:00,2026-01-27T01:39:49+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,11672,1,,,1000,30,100,200
louis126584/eval_so101_diffusion3,louis126584,34,0,2026-02-11T08:14:26+00:00,2026-02-11T07:17:40+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,4434,1,,,1000,30,100,200
louis126584/so101-test6,louis126584,39,0,2026-02-08T08:50:45+00:00,2026-02-08T08:49:51+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,37399,1,,,1000,30,100,200
louis126584/eval_so101_5r1,louis126584,11,0,2026-02-07T08:38:16+00:00,2026-02-07T08:37:36+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,22423,1,,,1000,30,100,200
louis126584/eval_so101_5r,louis126584,15,0,2026-02-07T08:15:53+00:00,2026-02-07T07:34:54+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,22426,1,,,1000,30,100,200
louis126584/so101-test5,louis126584,22,0,2026-02-06T10:24:09+00:00,2026-02-06T09:43:34+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,136,117829,1,,,1000,30,100,200
louis126584/so101-test4,louis126584,13,0,2026-01-29T10:10:27+00:00,2026-01-29T10:09:36+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,36162,1,,,1000,30,100,200
louis126584/so101-test3,louis126584,13,0,2026-01-28T09:14:50+00:00,2026-01-28T09:14:18+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,22530,1,,,1000,30,100,200
louis126584/eval_so101_3,louis126584,15,0,2026-01-28T08:10:38+00:00,2026-01-28T08:09:21+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,13,11689,1,,,1000,30,100,200
louis126584/so101_test,louis126584,8,0,2025-11-19T10:18:18+00:00,2025-11-19T10:16:55+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,30000,1,,,1000,30,100,500
martonbodo/record-train-good,martonbodo,28,0,2026-02-05T12:43:34+00:00,2026-02-05T12:43:03+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,13637,1,,,1000,30,100,200
martonbodo/record-train,martonbodo,24,0,2026-02-05T12:05:45+00:00,2026-02-05T12:05:32+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,3107,1,,,1000,30,100,200
masuzushi28/eval_smolvla_policy-m3,masuzushi28,7,0,2025-11-28T02:09:36+00:00,2025-11-28T01:50:03+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,3290,1,,,1000,30,100,500
masuzushi28/eval_smolvla_policy-m2,masuzushi28,8,0,2025-11-28T02:00:21+00:00,2025-11-28T02:00:09+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,3751,1,,,1000,30,100,500
masuzushi28/eval_smolvla_policy-m1,masuzushi28,9,0,2025-11-28T01:42:36+00:00,2025-11-28T01:42:22+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,2017,1,,,1000,30,100,500
masuzushi28/eval_act_your_dataset,masuzushi28,5,0,2025-11-21T05:48:25+00:00,2025-11-21T05:48:16+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,2125,1,,,1000,30,100,500
masuzushi28/eval_smolvla_policy-2,masuzushi28,7,0,2025-11-21T05:42:48+00:00,2025-11-21T05:42:33+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,4912,1,,,1000,30,100,500
masuzushi28/eval_smolvla_policy,masuzushi28,6,0,2025-11-21T05:28:41+00:00,2025-11-21T05:28:33+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,3451,1,,,1000,30,100,500
masuzushi28/eval_smolvla_policy-m0,masuzushi28,7,0,2025-11-21T05:14:37+00:00,2025-11-21T02:11:24+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,3141,1,,,1000,30,100,500
mcres/svla_so101_pickplace,mcres,2,0,2026-01-07T08:43:59+00:00,2026-01-07T08:43:54+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so101_follower,50,37566,1,,,1000,30,100,200
mega-joanne/pick-and-place,mega-joanne,31,0,2026-01-30T19:11:01+00:00,2026-01-30T19:09:54+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,50,37572,1,,,1000,30,100,200
mercu7/50-patty-record,mercu7,3,0,2025-12-22T07:36:38+00:00,2025-12-22T07:34:10+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,4680,1,,,1000,30,100,200
mfgcvguy/white_cube_11126,mfgcvguy,11,0,2026-01-11T23:06:07+00:00,2026-01-11T23:04:19+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,14,18657,1,,,1000,30,100,200
mfgcvguy/svla_so101_pickplace,mfgcvguy,3,0,2026-01-05T00:31:23+00:00,2026-01-05T00:31:22+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so100_follower,50,11939,1,,,1000,30,100,500
mi-kicic/so101_test_orange_pick,mi-kicic,19,0,2026-02-12T13:36:12+00:00,2026-02-12T13:28:20+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,10,2873,1,,,1000,30,100,200
mi-kicic/so101_ds2,mi-kicic,62,0,2026-02-10T15:45:19+00:00,2026-02-09T14:19:17+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,28457,1,,,1000,30,100,200
mzidan101/in_box0-black_ball,mzidan101,32,0,2026-01-01T16:03:27+00:00,2026-01-01T16:01:38+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,70,22026,1,,,1000,30,100,200
mzidan101/in_box01,mzidan101,49,0,2026-01-01T01:57:36+00:00,2026-01-01T01:53:57+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,56,43814,1,,,1000,30,100,200
prontjiang/record-gbad_2cam_foam,prontjiang,29,0,2026-01-10T01:21:38+00:00,2026-01-01T22:04:43+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,80,36106,1,,,1000,30,100,200
prontjiang/record-gbad2,prontjiang,11,0,2026-01-01T06:27:00+00:00,2026-01-01T06:26:41+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,11766,1,,,1000,30,100,200
prontjiang/record-gbad,prontjiang,11,0,2025-12-25T04:02:28+00:00,2025-12-25T04:02:04+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,21341,1,,,1000,30,100,200
pshingavi/first-20-so101_5,pshingavi,16,0,2026-01-26T00:29:20+00:00,2026-01-26T00:24:30+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,20,14211,1,,,1000,30,100,200
qownscks/act_hoho,qownscks,17,0,2026-02-07T16:54:21+00:00,2026-02-07T16:53:08+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,79,45057,1,,,1000,30,100,200
qownscks/jihoct_gogo_2,qownscks,19,0,2026-02-07T16:48:47+00:00,2026-02-07T16:48:04+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,15,5844,1,,,1000,30,100,200
qownscks/jihoct_siq1,qownscks,21,0,2026-02-07T16:36:03+00:00,2026-02-07T16:31:37+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,62,37939,1,,,1000,30,100,200
qownscks/jihoct,qownscks,32,0,2026-02-07T15:13:37+00:00,2026-02-07T13:49:11+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,73,46637,1,,,1000,30,100,200
qownscks/song_r_70,qownscks,23,0,2026-02-07T14:23:36+00:00,2026-02-07T14:23:27+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,111,113033,1,,,1000,30,100,200
qownscks/song_rand_35,qownscks,21,0,2026-02-07T12:51:51+00:00,2026-02-07T12:50:50+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,35,32763,1,,,1000,30,100,200
qownscks/bae_random_70,qownscks,14,0,2026-02-07T11:26:52+00:00,2026-02-07T11:26:21+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,70,74032,1,,,1000,30,100,200
qownscks/bae_random27,qownscks,16,0,2026-02-07T11:20:11+00:00,2026-02-07T11:19:35+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,27,26746,1,,,1000,30,100,200
qownscks/bae_random70,qownscks,14,0,2026-02-07T10:55:17+00:00,2026-02-07T10:54:01+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,43,47286,1,,,1000,30,100,200
qownscks/jiho_540,qownscks,27,0,2026-02-06T14:10:27+00:00,2026-02-06T14:08:43+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,533,122531,1,,,1000,30,100,200
qownscks/jiho_16go,qownscks,23,0,2026-02-06T13:28:51+00:00,2026-02-06T13:28:31+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,17,3567,1,,,1000,30,100,200
qownscks/yangwoosk,qownscks,25,0,2026-02-06T13:11:09+00:00,2026-02-06T13:09:51+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,500,116413,1,,,1000,30,100,200
qownscks/jiho_14go,qownscks,26,0,2026-02-06T13:01:14+00:00,2026-02-06T13:00:29+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,47,9611,1,,,1000,30,100,200
qownscks/jiho_12go,qownscks,33,0,2026-02-06T12:17:07+00:00,2026-02-06T12:02:31+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,22,4902,1,,,1000,30,100,200
qownscks/jiho_first_merge,qownscks,19,0,2026-02-06T11:58:52+00:00,2026-02-06T11:57:19+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,165,39926,1,,,1000,30,100,200
qownscks/jiho_11go,qownscks,28,0,2026-02-06T11:47:46+00:00,2026-02-06T11:47:26+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,14,3439,1,,,1000,30,100,200
qownscks/bae_final_1,qownscks,21,0,2026-02-06T11:43:17+00:00,2026-02-06T11:42:24+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,453,83938,4,,,1000,30,100,200
qownscks/bae_final,qownscks,18,0,2026-02-06T10:54:47+00:00,2026-02-06T10:53:53+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,221,38345,1,,,1000,30,100,200
qownscks/bae_add3,qownscks,17,0,2026-02-06T10:50:25+00:00,2026-02-06T09:19:54+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,145,25777,1,,,1000,30,100,200
qownscks/jiho_no2_1,qownscks,21,0,2026-02-06T10:43:31+00:00,2026-02-06T10:42:47+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,40,10142,1,,,1000,30,100,200
qownscks/jiho_no2,qownscks,58,0,2026-02-06T10:13:56+00:00,2026-02-03T07:17:03+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,87,20128,1,,,1000,30,100,200
qownscks/bae_add2,qownscks,22,0,2026-02-06T06:59:35+00:00,2026-02-06T06:59:19+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,11,1807,1,,,1000,30,100,200
qownscks/jiho_final_test,qownscks,24,0,2026-02-03T13:37:48+00:00,2026-02-03T13:37:35+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,266,61974,1,,,1000,30,100,200
qownscks/jiho_time,qownscks,25,0,2026-02-03T13:05:36+00:00,2026-02-03T13:02:56+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,266,61974,1,,,1000,30,100,200
qownscks/jiho_gogo,qownscks,19,0,2026-02-03T12:47:46+00:00,2026-02-03T12:43:33+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,266,61974,1,,,1000,30,100,200
qownscks/jiho_letgo_white,qownscks,40,0,2026-02-03T12:28:03+00:00,2026-02-03T10:55:37+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,138,29553,1,,,1000,30,100,200
qownscks/jiho_fishtoy_1,qownscks,24,0,2026-02-03T10:48:28+00:00,2026-02-03T10:47:59+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,128,32421,1,,,1000,30,100,200
qownscks/jiho_letgo_1,qownscks,30,0,2026-02-03T09:35:34+00:00,2026-02-03T09:34:22+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,72,17611,1,,,1000,30,100,200
qownscks/jiho_letgo,qownscks,36,0,2026-02-03T08:31:25+00:00,2026-02-03T07:49:41+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,48,12210,1,,,1000,30,100,200
qownscks/bae_fishtoy_1,qownscks,49,0,2026-02-01T06:34:17+00:00,2026-02-01T06:33:31+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,232,45593,3,,,1000,30,100,200
qownscks/bae_fixed_arm,qownscks,45,0,2026-02-01T06:31:36+00:00,2026-02-01T06:31:25+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,1064,1,,,1000,30,100,200
qownscks/bae_white_111,qownscks,26,0,2026-01-31T14:16:35+00:00,2026-01-31T14:15:52+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,111,18625,1,,,1000,30,100,200
qownscks/bae_brown_111,qownscks,31,0,2026-01-31T12:46:06+00:00,2026-01-31T11:17:28+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,111,25904,1,,,1000,30,100,200
qownscks/jiho_first,qownscks,21,0,2026-01-27T16:32:01+00:00,2026-01-27T16:30:47+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,59,17252,1,,,1000,30,100,500
qownscks/red_bounding_banana,qownscks,9,0,2025-11-19T07:57:25+00:00,2025-11-19T07:56:07+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,55,31979,1,,,1000,30,100,500
reKaf1T/testmission,reKaf1T,11,0,2025-12-26T09:26:45+00:00,2025-12-26T08:18:22+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,17,27061,1,,,1000,30,100,200
roboseasy/pick_and_place_total,roboseasy,0,0,2026-02-15T08:29:10+00:00,2026-02-15T06:16:12+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,121,32490,1,,,1000,30,100,200
roboseasy/pick_and_place_total1,roboseasy,0,0,2026-02-15T05:53:22+00:00,2026-02-15T05:53:05+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,80,21645,1,,,1000,30,100,200
roboseasy/pick_and_place,roboseasy,35,0,2026-02-15T04:50:57+00:00,2026-02-15T04:50:12+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,60,16609,1,,,1000,30,100,200
roboseasy/classify_color_balls,roboseasy,29,0,2026-01-10T20:39:38+00:00,2026-01-10T14:09:25+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,120,33897,1,,,1000,30,100,200
sapanostic/so101_pick_cube_v2.0,sapanostic,32,0,2026-02-06T07:02:40+00:00,2026-02-05T07:51:06+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,50,14398,1,,,1000,15,100,200
sapanostic/so101_pick_cube_v2.01,sapanostic,73,0,2026-02-06T06:39:21+00:00,2026-02-05T07:52:40+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so_follower,50,16799,1,,,1000,15,100,200
sapanostic/so101_offline_eval,sapanostic,77,0,2025-12-28T23:49:26+00:00,2025-12-28T23:09:50+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,28,6237,4,,,1000,15,100,200
sapanostic/pen-placement-task,sapanostic,54,0,2025-11-23T23:57:26+00:00,2025-09-18T05:24:03+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,101,60277,1,,,1000,30,100,500
sapanostic/pen-placement-home,sapanostic,11,0,2025-11-19T11:04:53+00:00,2025-11-19T11:04:39+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,10,5829,1,,,1000,30,100,500
shimazukosen/eval_act_so101_airhockey_0128,shimazukosen,8,0,2026-01-28T02:31:27+00:00,2026-01-28T02:31:00+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,11816,1,,,1000,30,100,200
shimazukosen/eval_act_so101_airhockey_0127,shimazukosen,17,0,2026-01-27T05:01:41+00:00,2026-01-27T05:01:24+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,8287,1,,,1000,30,100,200
shimazukosen/act_so101_airhockey_0123_afterdel,shimazukosen,20,0,2026-01-26T00:50:25+00:00,2026-01-26T00:49:58+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,12,21599,1,,,1000,30,100,200
shimazukosen/act_so101_airhockey_0123,shimazukosen,35,0,2026-01-26T00:22:10+00:00,2026-01-23T03:25:07+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,13,23399,1,,,1000,30,100,200
shimazukosen/eval_act_so101_act_policy_airhockey_1226_pc,shimazukosen,33,0,2026-01-23T01:12:48+00:00,2026-01-23T00:53:32+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,8123,1,,,1000,30,100,200
shimazukosen/eval_so101_act_policy_airhockey_1226_colab,shimazukosen,28,0,2026-01-16T02:35:42+00:00,2026-01-16T02:08:18+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,8279,1,,,1000,30,100,200
shimazukosen/so101_airhockey_640x360,shimazukosen,11,0,2026-01-13T02:55:39+00:00,2026-01-13T02:06:15+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,7429,1,,,1000,30,100,200
shimazukosen/so101_act_policy_airhockey_1226_4,shimazukosen,14,0,2025-12-26T00:57:35+00:00,2025-12-26T00:57:19+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,7429,1,,,1000,30,100,200
shuhei25/30ep_only_1_feedback4,shuhei25,42,0,2026-01-21T11:48:49+00:00,2026-01-21T11:48:24+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,2896,1,,,1000,30,100,200
shuhei25/11ep_only_1_feedback,shuhei25,23,0,2026-01-21T11:06:59+00:00,2026-01-21T11:06:44+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,11,1015,1,,,1000,30,100,200
shuhei25/30ep_only_1_feedback2,shuhei25,25,0,2026-01-21T11:02:55+00:00,2026-01-21T11:02:34+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,2009,1,,,1000,30,100,200
shuhei25/VFolding_200_centerleftright_with_feedback,shuhei25,39,0,2026-01-16T13:41:57+00:00,2026-01-16T13:34:16+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,200,76408,1,,,1000,30,100,500
shuhei25/20episode_for_feedback,shuhei25,28,0,2026-01-15T02:33:28+00:00,2026-01-14T10:49:16+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,7605,1,,,1000,30,100,200
shuhei25/test_feedback_function_Jan14_temae,shuhei25,15,0,2026-01-14T10:04:29+00:00,2026-01-14T10:03:55+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,11817,1,,,1000,30,100,200
shuhei25/eval_leftrightcenter_no_crease_40percent,shuhei25,4,0,2026-01-08T09:03:25+00:00,2026-01-08T09:03:07+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,11,6580,1,,,1000,30,100,500
shuhei25/VTwiceFolding_251206_01,shuhei25,3,0,2025-12-06T08:01:07+00:00,2025-12-06T08:00:50+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,5434,1,,,1000,30,100,500
shuhei25/VTwiceFolding_251206_00,shuhei25,9,0,2025-12-06T07:53:07+00:00,2025-12-06T07:52:50+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,5946,1,,,1000,30,100,500
shuhei25/VFolding_251206_10,shuhei25,4,0,2025-12-06T07:26:28+00:00,2025-12-06T07:26:14+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,3398,1,,,1000,30,100,500
shuhei25/VFolding_251206_09,shuhei25,4,0,2025-12-06T07:21:58+00:00,2025-12-06T07:21:43+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,2999,1,,,1000,30,100,500
shuhei25/VFolding_251206_08,shuhei25,3,0,2025-12-06T07:15:01+00:00,2025-12-06T07:14:47+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,2822,1,,,1000,30,100,500
shuhei25/VFolding_251206_07,shuhei25,3,0,2025-12-06T07:11:20+00:00,2025-12-06T07:11:02+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,3486,1,,,1000,30,100,500
shuhei25/VFolding_251206_06,shuhei25,7,0,2025-12-06T06:57:04+00:00,2025-12-06T06:56:44+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,4147,1,,,1000,30,100,500
shuhei25/VFolding_251206_05,shuhei25,2,0,2025-12-06T06:51:38+00:00,2025-12-06T06:51:22+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,4510,1,,,1000,30,100,500
shuhei25/VFolding_251206_04,shuhei25,7,0,2025-12-06T06:44:08+00:00,2025-12-06T06:43:56+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,4482,1,,,1000,30,100,500
shuhei25/VFolding_251206_03,shuhei25,6,0,2025-12-06T06:38:16+00:00,2025-12-06T06:37:57+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,3974,1,,,1000,30,100,500
shuhei25/VFolding_251206_02,shuhei25,7,0,2025-12-06T06:31:58+00:00,2025-12-06T06:31:43+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,3378,1,,,1000,30,100,500
shuhei25/VFolding_251206_01,shuhei25,2,0,2025-12-06T06:25:24+00:00,2025-12-06T06:25:10+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,3295,1,,,1000,30,100,500
shuhei25/VFolding_251205_00,shuhei25,3,0,2025-12-05T07:35:51+00:00,2025-12-05T07:35:41+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,10,2975,1,,,1000,30,100,500
shuhei25/merged_folding_dataset_1203,shuhei25,8,0,2025-12-03T12:48:50+00:00,2025-12-03T12:05:49+00:00,False,0,0,1,laundry_folding,1,1,v3.0,so101_follower,20,8980,1,,,1000,30,100,500
