repo_id,author,downloads,likes,last_modified,created_at,is_eval_like,task_pick_and_place,task_pour_liquids,task_laundry_folding,best_task,best_task_score,total_task_score,codebase_version,robot_type,total_episodes,total_frames,total_tasks,total_videos,total_chunks,chunks_size,fps,data_files_size_in_mb,video_files_size_in_mb,num_cameras,camera_names,camera_config
GonzoBop/SO-101-ACT-new,GonzoBop,34,0,2026-01-17T18:20:09+00:00,2026-01-17T18:16:36+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,11566,1,,,1000,30,100,200,2,"front,obs","2cam:front,obs"
Gopisainath1718/record-test,Gopisainath1718,41,0,2025-12-17T21:44:12+00:00,2025-12-17T21:13:47+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,25,9444,1,,,1000,30,100,200,1,front,1cam:front
Greynar/eval_so100,Greynar,42,0,2026-01-27T10:51:32+00:00,2026-01-27T10:18:34+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so100_follower,11,6404,1,,,1000,30,100,200,1,front,1cam:front
Greynar/record-test,Greynar,116,0,2026-01-22T13:52:44+00:00,2026-01-22T13:22:17+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,9668,1,,,1000,30,100,200,1,front,1cam:front
Gukchan/so101_test_0113_wrist_only_img_change,Gukchan,34,0,2026-01-15T09:26:42+00:00,2026-01-15T09:24:48+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,12864,1,,,1000,30,100,200,1,wrist,1cam:wrist
Gukchan/so101_test_0113_wrist_only,Gukchan,18,0,2026-01-14T09:09:38+00:00,2026-01-14T09:03:21+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,12864,1,,,1000,30,100,200,1,wrist,1cam:wrist
Gukchan/pick_redcube_and_place_greenpaper,Gukchan,5,0,2026-01-11T10:09:35+00:00,2026-01-11T10:09:22+00:00,False,3,0,0,pick_and_place,3,3,v3.0,so101_follower,50,24601,1,,,1000,30,100,200,1,wrist,1cam:wrist
Gukchan/converted_v30_with_video,Gukchan,4,0,2026-01-08T07:40:15+00:00,2026-01-08T06:48:16+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,20647,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Gukchan/pickandplace_v30,Gukchan,4,0,2026-01-08T04:50:18+00:00,2026-01-08T04:43:40+00:00,False,2,0,0,pick_and_place,2,2,v3.0,so101_follower,50,20647,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Gukchan/pickandplace_cube_v3,Gukchan,6,0,2026-01-07T08:30:39+00:00,2026-01-07T07:40:47+00:00,False,3,0,0,pick_and_place,3,3,v3.0,so101_follower,50,28064,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Gukchan/record-test,Gukchan,7,0,2026-01-02T07:27:51+00:00,2026-01-02T06:03:13+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,11511,1,,,1000,30,100,200,1,wrist,1cam:wrist
HenryZhang/RFM_sup_succ_offlineRL_merged_filtered,HenryZhang,117,0,2026-02-05T04:54:21+00:00,2026-02-05T01:35:30+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,75,10700,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/rfm_sub_3_task_succ_filtered,HenryZhang,48,0,2026-02-05T04:53:12+00:00,2026-02-04T21:00:48+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,60,8078,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_5_succ_filtered,HenryZhang,60,0,2026-02-05T04:52:47+00:00,2026-02-04T21:00:43+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,15,2622,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_sup_fail_offlineRL_merged_filtered,HenryZhang,30,0,2026-02-05T03:00:10+00:00,2026-02-04T20:58:15+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,120,34919,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_sup_succ_offlineRL_merged_filtered_new,HenryZhang,13,0,2026-02-05T01:42:56+00:00,2026-02-05T01:42:55+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,75,10700,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/rfm_sub_3_task_fail1770173650.146896,HenryZhang,25,0,2026-02-04T03:29:11+00:00,2026-02-04T03:29:07+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,45,13500,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/rfm_sub_3_task_succ,HenryZhang,56,0,2026-02-04T02:37:07+00:00,2026-02-04T02:37:03+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,60,8078,3,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_1_succ_30task,HenryZhang,14,0,2026-01-28T22:44:37+00:00,2026-01-28T22:44:33+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,30,3387,1,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_1_succ_2nd,HenryZhang,15,0,2026-01-27T21:48:49+00:00,2026-01-27T21:48:44+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,1442,1,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_5_fail251769202398.886546,HenryZhang,49,0,2026-01-23T22:47:16+00:00,2026-01-23T22:47:12+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,125,35191,5,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_5_succ1769207567.8997138,HenryZhang,48,0,2026-01-23T22:46:05+00:00,2026-01-23T22:46:01+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,25,4288,5,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_1_fail251769202398.886546,HenryZhang,27,0,2026-01-23T22:31:27+00:00,2026-01-23T22:31:17+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,125,35191,5,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_offlineRL_1_fail1769194818.5427046,HenryZhang,38,0,2026-01-23T19:45:01+00:00,2026-01-23T19:44:57+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,45,11482,1,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/rfm_5_demos1768605063.996896,HenryZhang,27,0,2026-01-16T23:44:09+00:00,2026-01-16T23:44:05+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,8501,10,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_1_demo_close_succ,HenryZhang,14,0,2025-12-23T01:00:38+00:00,2025-12-23T01:00:30+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,1675,10,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_1_demo_failure,HenryZhang,14,0,2025-12-23T00:32:20+00:00,2025-12-23T00:32:09+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,3000,10,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_1_demo_BC,HenryZhang,5,0,2025-12-19T23:37:47+00:00,2025-12-19T23:37:46+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,1355,10,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_1_demo_dataset1766186169.8585718,HenryZhang,7,0,2025-12-19T23:37:26+00:00,2025-12-19T23:35:36+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,1355,10,,,1000,15,100,500,2,"top,wrist","2cam:top,wrist"
HenryZhang/RFM_human1763747463.9363,HenryZhang,5,0,2025-11-21T18:04:24+00:00,2025-11-21T18:04:21+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,2981,10,,,1000,15,100,500,1,front,1cam:front
HenryZhang/RFM_subopt_recollect1763744785.025841,HenryZhang,4,0,2025-11-21T17:27:28+00:00,2025-11-21T17:27:24+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,4855,10,,,1000,15,100,500,1,front,1cam:front
HenryZhang/RFM_success1763573774.5171869,HenryZhang,4,0,2025-11-19T17:58:45+00:00,2025-11-19T17:58:42+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,2737,10,,,1000,15,100,500,1,front,1cam:front
HenryZhang/RFM_fail1763506194.7428741,HenryZhang,3,0,2025-11-18T23:09:45+00:00,2025-11-18T23:09:41+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,5992,10,,,1000,15,100,500,1,front,1cam:front
JarneVdHDM/grab-mentos-3cam,JarneVdHDM,23,0,2026-01-26T14:50:27+00:00,2026-01-26T14:14:27+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,64,17697,1,,,1000,30,100,200,3,"front,gripper,top","3cam:front,gripper,top"
JarneVdHDM/grab-mentos,JarneVdHDM,37,0,2026-01-23T13:52:00+00:00,2026-01-23T13:51:47+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,51,23005,1,,,1000,30,100,200,2,"gripper,top","2cam:gripper,top"
Jiminator/record-test2,Jiminator,7,0,2025-12-31T06:56:25+00:00,2025-12-31T06:55:33+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,49319,1,,,1000,30,100,200,1,front,1cam:front
Jiminator/record-test,Jiminator,18,0,2025-12-28T07:44:22+00:00,2025-12-28T07:43:39+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,30868,1,,,1000,30,100,200,1,front,1cam:front
Jinny9220/so101_test_v1,Jinny9220,42,0,2026-01-30T05:30:46+00:00,2026-01-30T03:29:10+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,88598,1,,,1000,30,100,200,1,front,1cam:front
Lait-au-pole/so101_stereovision,Lait-au-pole,80,0,2026-02-11T16:35:24+00:00,2026-02-05T14:38:20+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,131,41183,1,,,1000,30,100,200,2,"left.left,left.right","2cam:left.left,left.right"
Lait-au-pole/eval_so101,Lait-au-pole,36,0,2026-02-05T09:22:04+00:00,2026-02-05T09:07:48+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,13,9650,1,,,1000,30,100,200,1,left,1cam:left
Lait-au-pole/so101_test_480,Lait-au-pole,26,0,2026-02-04T21:26:48+00:00,2026-02-04T21:14:21+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,65,20750,1,,,1000,30,100,200,1,left,1cam:left
Lait-au-pole/so101_test,Lait-au-pole,46,0,2026-02-04T18:19:31+00:00,2026-02-04T18:16:59+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,51,25921,1,,,1000,30,100,200,1,front,1cam:front
Monica628/monica_SO101_PickBlock_260121,Monica628,29,0,2026-01-21T07:00:35+00:00,2026-01-21T06:49:57+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so_follower,10,5341,1,,,1000,30,100,200,1,front,1cam:front
Piersondong/so101_diffusion_data_v1,Piersondong,80,0,2026-02-10T07:08:36+00:00,2026-02-09T09:34:23+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,53,34463,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Piersondong/so101_dual_cam_diffusion,Piersondong,23,0,2026-02-03T09:55:06+00:00,2026-02-03T09:53:08+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,72,58882,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Piersondong/so101_wrist_two_objects_v1,Piersondong,29,0,2026-02-01T15:00:41+00:00,2026-02-01T14:59:48+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,50,40013,1,,,1000,30,100,200,1,wrist,1cam:wrist
Piersondong/eval_act_wrist_test,Piersondong,12,0,2026-01-30T11:18:49+00:00,2026-01-30T11:18:35+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,10,8961,1,,,1000,30,100,200,1,wrist,1cam:wrist
Piersondong/so101_wrist_only_50ep,Piersondong,18,0,2026-01-30T08:14:31+00:00,2026-01-30T08:13:51+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,26547,1,,,1000,30,100,200,1,wrist,1cam:wrist
Pinguin01TG/record-test24,Pinguin01TG,7,0,2026-01-02T22:30:02+00:00,2026-01-02T22:05:35+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,37,24056,1,,,1000,30,100,200,2,"front,top","2cam:front,top"
Pinguin01TG/record-test12,Pinguin01TG,4,0,2026-01-02T16:12:38+00:00,2026-01-02T16:12:33+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,27979,1,,,1000,30,100,200,2,"robot,top","2cam:robot,top"
Pinguin01TG/record-test11,Pinguin01TG,10,0,2026-01-02T15:27:53+00:00,2026-01-02T15:18:23+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,50,27979,1,,,1000,30,100,200,2,"robot,top","2cam:robot,top"
Quadzilla/eval_so101_v7,Quadzilla,5,0,2025-12-22T15:36:46+00:00,2025-12-22T15:35:00+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so101_follower,17,5800,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
Quadzilla/testv1,Quadzilla,5,0,2025-12-22T12:03:15+00:00,2025-12-22T12:02:04+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so101_follower,20,7285,1,,,1000,30,100,200,2,"front,wrist","2cam:front,wrist"
SerhiiShuruta/so101_grab_yellow_cube_to_cart,SerhiiShuruta,18,0,2026-01-19T20:21:58+00:00,2026-01-19T20:20:34+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,30,53522,1,,,1000,30,100,200,2,"front,side","2cam:front,side"
SerhiiShuruta/so101_yellow_cube_grab_clean,SerhiiShuruta,32,0,2026-01-18T16:47:23+00:00,2026-01-18T16:40:26+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,170,303609,1,,,1000,30,100,200,2,"front,side","2cam:front,side"
SerhiiShuruta/so101_yellow_cube_grab_cam_pose_2,SerhiiShuruta,28,0,2026-01-17T13:32:50+00:00,2026-01-17T13:30:57+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,41,72187,1,,,1000,30,100,200,2,"front,side","2cam:front,side"
SerhiiShuruta/so101_yellow_cube_grab,SerhiiShuruta,26,0,2026-01-16T18:17:56+00:00,2026-01-15T18:54:42+00:00,False,1,0,0,pick_and_place,1,1,v3.0,so101_follower,201,339481,1,,,1000,30,100,200,2,"front,side","2cam:front,side"
YW0708/svla_test,YW0708,4,0,2026-01-26T11:51:39+00:00,2026-01-19T02:12:54+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,30,42100,1,,,1000,30,100,200,2,"Top,side","2cam:Top,side"
aDaikiKamata/eval_smolvla_so101_pp_donuts_random_donut_pos_varied,aDaikiKamata,28,0,2026-02-01T17:28:13+00:00,2026-02-01T17:27:43+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,12,9540,1,,,1000,30,100,200,2,"side,top","2cam:side,top"
aDaikiKamata/eval_smolvla_so101_pp_donuts,aDaikiKamata,25,0,2026-01-30T18:45:33+00:00,2026-01-30T18:33:15+00:00,True,0,0,0,pick_and_place,0,0,v3.0,so_follower,10,5839,1,,,1000,30,100,200,2,"side,top","2cam:side,top"
aDaikiKamata/so101_pp_donuts_v1,aDaikiKamata,24,0,2026-01-30T12:41:27+00:00,2026-01-30T12:40:37+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,25,17499,1,,,1000,30,100,200,2,"side,top","2cam:side,top"
aShunSasaki/so101_pp_blue_box_k_03,aShunSasaki,25,0,2026-02-06T03:03:02+00:00,2026-02-06T03:02:50+00:00,False,0,0,0,pick_and_place,0,0,v3.0,so_follower,50,32902,1,,,1000,30,100,200,1,wrist,1cam:wrist
